GT,Top1,Top2,Top3,Top4,Top5
RIPR,RIPR,URBR,BAGR,IL1R,URYVR
URYDR,URYDR,OLQDR,IL1DR,URADR,RMED
RMEL,RMEL,RIPL,URBL,URYDL,BAGL
URAVR,URAVR,OLQVR,URYVR,BAGR,URAVL
RMED,RMED,OLQDR,URYDR,OLQDL,IL1DR
CEPVL,CEPVR,OLQVL,CEPVL,URAVL,BAGL
RMER,RMER,BAGR,RIPR,OLQVR,URYDR
BAGL,BAGL,OLQVL,RMEL,RMDVL,CEPVL
BAGR,BAGR,OLQVR,CEPVR,URAVR,URYVR
CEPVR,CEPVR,CEPVL,RMEV,OLQVR,OLQVL
RIH,CEPVL,RMEV,CEPVR,OLQVL,OLQVR
RID,RID,URXL,CEPDL,ALA,URXR
RMDVL,RMDVL,AVAL,SAAVL,AFDL,RMDL
SAAVL,SAAVL,AVAL,RMDVL,RIAL,AFDL
SIADL,RMEV,CEPVL,RIH,CEPVR,RMDL
SAAVR,SAAVR,AVAR,RIAR,RMDVR,SMDVR
ALA,ALA,URXR,URXL,CEPDR,RID
AVAL,AVAL,RMDVL,AFDL,SAAVL,AVEL
URXL,URXL,CEPDL,SMDVL,ASKL,RIAL
RIAL,RIAL,SMDVL,SAAVL,AWBL,ADFL
RMDVR,RMDVR,AVAR,SAAVR,RMDR,AVER
RMEV,RMEV,CEPVR,RIH,RMDR,AVER
RIAR,RIAR,SMDVR,SAAVR,URXR,CEPDR
AVAR,AVAR,SAAVR,AFDR,RMDVR,AVER
RMDL,AVEL,RMDL,AVAL,AFDL,RMDVL
ADFL,ADFL,AWBL,AFDL,RIAL,SMDVL
AVEL,AVEL,RMDL,AVAL,AFDL,SAAVL
CEPDL,CEPDL,URXL,ASKL,SMDVL,ALA
AFDL,AFDL,AVEL,AVAL,RMDL,AWBL
URXR,URXR,CEPDR,ASKR,ALA,SMDVR
CEPDR,CEPDR,URXR,ASKR,SMDVR,ALA
ASKL,ASKL,SMDVL,ADLL,CEPDL,URXL
AFDR,AFDR,AVER,AVAR,RMDR,SAAVR
ASKR,ASKR,CEPDR,SMDVR,URXR,ADLR
SMDVR,SMDVR,RIAR,CEPDR,ASKR,URXR
ADFR,ADFR,AFDR,RIAR,AVER,SAAVR
SMDVL,SMDVL,ASGL,ASKL,RIVL,ADLL
SIBDL,SIBDL,AVEL,RMDL,AWCL,AFDL
RMDR,RMDR,AVER,AVAR,AFDR,AWCR
AWAL,AWAL,AWBL,ASGL,AFDL,ASHL
ADLR,ASKR,ADLR,SMDVR,RIAR,ADFR
AWBL,AWBL,AFDL,ASHL,AWAL,AVEL
SMDDL,AVEL,SIBDL,RMDL,AIBL,RMDDL
AVER,AVER,RMDR,AIBR,AFDR,AVAR
RMDDL,SIBDL,RMDL,RMDDL,AIBL,AWCL
AWBR,AWBR,AFDR,ADFR,ASGR,AWAR
SAADL,SAADL,RMEV,SAADR,RIH,RMDDL
ADLL,ADLL,ASKL,ASIL,ASGL,RIVL
ASIR,ADLR,ASKR,ASGR,SMDVR,CEPDR
AWAR,AWAR,ASGR,AWBR,ADFR,AFDR
AIBL,ASHL,AIBL,AWCL,AVEL,SIBDL
ASGR,ASGR,ADFR,ADLR,AWBR,ASKR
SIBDR,SIBDR,RMDR,AWCR,ASHR,AFDR
AVBL,SIBDL,AVEL,AVER,AIBR,RIR
ASGL,ASGL,AWBL,AVHL,AVJL,ASEL
SAADR,SAADR,RMDR,RMDDR,SAADL,SIBDR
SIBVR,SIBVR,SAADR,SAADL,RMDDR,RMFR
AWCL,AWCL,ASHL,AIBL,SIBDL,RIBL
AVDL,AWAL,ASHL,AIBL,ASGL,AVEL
AIYL,RMDDL,SIBDL,RMHL,AIBL,SIBVL
ASHL,AIBL,SIBDL,RIBL,ASHL,RMDDL
ASHR,ASHR,AWCR,AIBR,AWAR,ASER
AWCR,AWCR,ASHR,RMDR,AIBR,SIBDR
ASIL,ASIL,AVHL,RIVL,ASGL,AVJL
ASEL,ASEL,ASHL,RIBL,AVDL,AVJL
SIBVL,SIBVL,RMHL,RMDDL,RMFR,RMFL
AVHL,AVHL,AVJL,AVDL,ASEL,ASGL
AIBR,ASHR,AIBR,AUAR,AWCR,RIBR
AUAL,AUAL,RIBL,RMDDL,AIBL,ASJL
SMDDR,AIBR,AUAR,RMDDR,SIBDR,AWCR
AVHR,ASER,AVHR,ASGR,AVJR,AWBR
RMHR,RMFR,RMHR,RMHL,RMFL,SMBDR
AVJL,AVJL,AVDL,AVBL,AIZL,ASEL
AVBR,AVBR,RIBR,ASER,ASHR,M2R
RMDDR,RMDDR,AUAR,SMBDR,RMFR,RMDDL
RIVR,AVHR,RIVR,ASGR,AVJR,ASER
ASER,ASER,AVBR,AVJR,AVHR,ASIR
SMBDL,SMBDL,RMFL,SMBVL,RMHL,RMDDL
RMHL,RMHL,RMFL,RMFR,SMBDL,RMHR
RIVL,RIVL,AVJL,AINL,AVHL,AVDL
RIBR,RIBR,AUAR,AVBR,ASJR,AVDR
RIR,SMBDR,RMFR,ASJR,AUAR,RMHR
M2R,RIVR,ASIR,AVJR,AVHR,AINR
AVJR,AVJR,AVDR,AINR,ASER,AVHR
M2L,AINL,AVJL,AVBL,AVDL,AIZL
AIZL,AIZL,AVDL,AVJL,AINL,RICL
RIML,SMBVL,SMBDL,RMFL,SIAVL,ASJL
AUAR,AUAR,AIZR,RIBR,ASJR,AVDR
SIAVL,SMBVL,SMBDL,SIAVL,RMFL,SMBVR
I4,I4,M1,RIVL,I6,RIVR
RMFR,RMFL,RMFR,SMBVR,SMBDR,SMBDL
AVL,ASJR,SMBDR,SMBVR,AIZR,I5
AVDR,AVDR,AINR,AVJR,AIZR,FLPR
RIMR,SMBVR,AIMR,AUAR,SMBDR,ASJR
I5,RICL,ASJL,M2L,AIZL,I5
RMFL,SMBVL,SIAVL,SMBVR,SMBDL,RMFL
I6,I6,RIVL,AINL,M5,I4
ASJR,AIZR,RICR,ASJR,AUAR,FLPR
M1,M1,RIVR,I4,ASIR,AVHR
SIADR,I5,RICR,SIAVR,AIMR,SMBVR
SMBDR,SMBVR,SIAVR,AIMR,SIAVL,SMBVL
AINL,FLPL,AINL,AIZL,RICL,AVDL
AINR,AINR,FLPR,AVDR,AIZR,AVJR
RICR,RICR,AIZR,FLPR,I5,ADER
SMBVL,SIAVL,AIML,VB2,SMBVL,AIYL
SABVL,RIS,AIAR,SABVL,AIYL,SABVR
SMBVR,AIMR,SIAVR,RIS,VB2,SABVR
AIZR,ADER,FLPR,ADAR,AQR,RICR
RICL,ADAL,ADEL,RMGL,RICL,FLPL
M5,M5,I6,RMGL,ADAL,ADEL
AIAR,SABVR,VB2,SABVL,RIS,AVFR
FLPR,ADAR,RMGR,AQR,ADER,FLPR
RIBL,SABVL,VB2,RIFL,DB2,SABVR
DB2,DB2,VA1,VB2,SABVL,RIFL
SIAVR,AVFR,VB2,AVFL,DB2,RIFR
AIAL,VB2,VA1,DB2,SABVL,VB1
AIML,ADAL,VB1,RMGL,ADEL,VB2
FLPL,RMGL,ADAL,ADEL,FLPL,AVKL
ADAR,ADAR,RMGR,AQR,RIFR,ADER
ADEL,ADEL,ADAL,RMGL,VB1,RIGL
AIYR,VA1,RIFR,DB2,VB1,RIFL
ADER,RMGR,ADAR,AQR,ADER,RIFR
VB2,VB1,RIGL,VA1,DB1,DD1
SABVR,VA1,DB1,AVG,RIFR,SABD
ADAL,RIGL,RMGL,VB1,ADAL,DD1
AIMR,AVG,DB1,SABD,RIFR,VA1
RMGL,AS1,DD1,DA1,RIGL,RMGL
AVFL,AS1,DD1,RIGL,DB1,VD1
AQR,SABD,AVG,DA1,RMGR,DB1
AVFR,AS1,DD1,DA1,DB1,VD2
RMGR,DA1,SABD,VD2,AVG,VA2
AVKL,VD2,VB3,DD1,VA2,DA1
VB1,VA2,VB3,DA1,VD2,DB1
AVKR,VB3,VD2,VA2,DD1,DA1
