GT,Top1,Top2,Top3,Top4,Top5
BAGR,BAGR,OLQVR,CEPVR,RIPR,RMER
CEPVL,OLQVL,CEPVL,CEPVR,BAGL,URAVL
SIADL,OLQVL,CEPVL,BAGL,RMEV,URAVL
URAVR,URAVR,CEPVR,RMEV,CEPVL,OLQVR
RMED,RMED,OLQDL,OLQDR,URYDR,URYDL
CEPVR,CEPVR,RMEV,RMDR,CEPVL,RMDVR
RMEV,RMEV,CEPVL,CEPVR,RIH,RMDL
RMDVL,RMDVL,AVAL,SAAVL,RIAL,AFDL
RIR,RMDR,RMEV,RIH,AVER,CEPVR
AVAL,AVAL,SAAVL,RMDVL,AFDL,RIAL
RMDVR,RMDVR,AVAR,SAAVR,RMDR,AFDR
RID,RID,URXL,URXR,RMED,CEPDL
AVEL,AVEL,RMDL,AVAL,AFDL,RMDVL
RMDL,RMDL,AVEL,AVAL,SIBDL,AFDL
AVAR,AVAR,RMDVR,SAAVR,AFDR,RIAR
SIBVL,AVEL,RMDL,RMEV,SIBDL,SAADL
SAADL,RMEV,SAADL,RIH,SAADR,AVER
SAAVR,SAAVR,RMDVR,RIAR,AVAR,SMDVR
SAAVL,SAAVL,SMDVL,CEPDL,RIAL,URXL
URXL,URXL,CEPDL,URXR,SMDVL,RIAL
RIAL,RIAL,SAAVL,SMDVL,ADFL,AVAL
AFDL,AFDL,AWBL,AVEL,AVAL,RMDL
RMDR,RMDR,AVER,AVAR,RMDVR,AFDR
RIH,SAADR,SAADL,RMEV,RIH,RMDDR
SIBDL,SIBDL,RMDL,AVEL,AWCL,AIBL
RIAR,RIAR,SMDVR,SAAVR,CEPDR,URXR
SMDVL,SMDVL,CEPDL,RIAL,ASKL,URXL
URXR,URXR,CEPDR,URXL,ASKR,ALA
AFDR,AFDR,AVAR,RMDVR,AVER,AWBR
CEPDL,CEPDL,URXL,SMDVL,ASKL,RIAL
AVER,AVER,RMDR,AVAR,AFDR,AWBR
RMHL,SAADR,SAADL,RMDDL,SIBVL,SIBDL
AWBL,AWBL,AFDL,ASEL,ASGL,AWAL
AWCL,AWCL,SIBDL,ASHL,ASEL,AIBL
ADFL,ADFL,ASKL,RIAL,AWAL,SMDVL
CEPDR,CEPDR,URXR,SMDVR,ASKR,RIAR
SAADR,SAADL,SAADR,RMDDR,RMDR,SIBDR
SMDVR,SMDVR,CEPDR,RIAR,URXR,ASKR
HMC,URXL,CEPDL,ASKL,URXR,ALA
ADFR,ADFR,AFDR,AWBR,AVAR,RIAR
ASEL,ASEL,ASGL,AWBL,AVHL,AWAL
ASKL,ASKL,URXL,CEPDL,ADLL,SMDVL
ASKR,ASKR,ADLR,URXR,CEPDR,RIAR
SIBDR,SIBDR,RMDR,AWCR,ASHR,AVER
AIBL,AIBL,RMDDL,SIBDL,ASHL,AWCL
ASGL,ASGL,AWAL,ASIL,ASKL,ADLL
ASHL,ASHL,ASEL,RIBL,AWCL,AWAL
AWBR,AWBR,AFDR,AVER,ASHR,RMDR
ALA,ALA,URXR,URXL,CEPDR,CEPDL
SMBVR,RMDDR,RMFR,SAADL,SAADR,RMDDL
RMFR,RMFL,SMBDL,RMFR,RMDDL,SMBDR
RMFL,RMFR,RMFL,RMDDR,SMBDR,SMBDL
AWAL,AWAL,ASGL,ASEL,AWBL,AVBL
AIBR,AIBR,ASHR,AWCR,RMDR,AVER
AUAL,AUAL,RMDDL,RIBL,SMBDL,AIBL
AWAR,AWAR,AWBR,ASGR,AFDR,ADFR
ADLL,ADLL,ASKL,ASIL,ASGL,RIVL
AVHL,AVHL,ASGL,RIVL,ASEL,AVJL
SMBDL,SMBVL,SMBDL,RMFL,SIAVL,RMFR
SIADR,SMBDR,RMDDR,RMFR,RMHR,RIBR
SIBVR,SMBDR,RMHR,RMFR,RMHL,RMFL
AVBL,AVBL,RIBL,ASEL,AVDL,AVJL
ADLR,ADLR,ASIR,ASKR,ASGR,AVHR
ASHR,RIBR,ASHR,AUAR,AWCR,AVBR
ASIL,ASIL,RIVL,ASGL,AVHL,AVJL
AVJL,AVJL,AVDL,ASEL,RIVL,AVBL
AWCR,AWCR,AUAR,ASHR,RIBR,SIBDR
ASER,ASER,ASHR,AWBR,AWCR,AVDR
RMDDL,SMBDL,RMFL,SMBDR,RMDDL,RMFR
ASJL,ASJL,RIBL,AIZL,AUAL,RIML
ASGR,ASGR,AWBR,AWAR,AVHR,ASER
AVL,ASJR,SMBDR,AUAR,RIMR,RMDDR
AVDL,AVDL,AVJL,AINL,AIZL,AVBL
RIVL,RIVL,AVJL,AVDL,AINL,ASEL
ASIR,ASIR,AVHR,ADLR,AVJR,RIVR
RIBL,AIZL,RICL,RIBL,ASJL,AVBL
AUAR,AUAR,AIZR,ASJR,RICR,SMBDR
RIBR,ASJR,AVDR,RIBR,AIZR,AUAR
SIAVL,SMBVR,SIAVR,SMBDR,SIAVL,SMBVL
AINL,AINL,AVDL,FLPL,AIZL,AVJL
AVHR,AVHR,AVJR,AVDR,AINR,ASER
RIVR,RIVR,ASIR,AVHR,AVJR,ADLR
AIZL,FLPL,RICL,AIZL,ADEL,AINL
RIFL,I5,AIAR,SIAVL,SIAVR,SMBVR
ASJR,AIAR,SIAVR,RICR,SMBVR,ASJR
AIML,AIMR,SMBVR,AIAR,SIAVR,SIAVL
AVJR,AVJR,AVDR,AINR,AIZR,AVBR
RICL,RICL,FLPL,ADEL,AIZL,ADAL
,SIAVR,AIAR,SMBVR,I5,SIAVL
AVBR,RICR,I5,AIAR,AIZR,SIAVR
I4,I4,I6,RIVL,M1,M2R
M2R,M2R,AINR,AVJR,AVDR,AVBR
M2L,M2L,RICL,FLPL,ADEL,AIZL
AINR,AINR,AVDR,FLPR,AVJR,AIZR
SMBVL,VB2,AIML,AVFL,AVFR,RIS
M1,M1,RIVR,I4,AVJR,AINR
AIMR,VB2,AIML,RIS,SABVL,SABVR
I6,I6,M5,ADEL,AINL,FLPL
SABVR,RIS,SABVL,SABVR,VB2,AIML
I5,ADER,FLPR,RICR,AIZR,ADAR
SABVL,SABVL,VB2,SABVR,RIS,AIML
AVDR,FLPR,ADER,AQR,RICR,ADAR
DD6,ADAR,AQR,VB2,ADER,RMGR
,SABVR,SABVL,VB2,AVFR,AVFL
AVKR,VB2,AVFR,DB2,AVFL,SABVR
M5,M5,I6,ADEL,ADAL,RMGL
RICR,RMGR,ADAR,AQR,VB2,DB2
AIYR,RIFL,DB2,RIFR,VA1,AVFL
AIYL,VB1,RIFL,VA1,DB2,AVFL
FLPR,RMGR,ADAR,AQR,ADER,FLPR
RIFR,RIFL,RIFR,AVFL,AVFR,DB2
AIZR,RMGR,ADAR,AQR,ADER,RIFR
SIAVR,VB1,RIFR,VA1,VD1,RIGL
AVFL,RIFR,VB1,VA1,RIGL,VD1
ADEL,ADAL,RMGL,ADEL,RIGL,VB1
RIML,VB1,VA1,RIFR,RIGL,VD1
RIMR,M1,M5,I4,I6,AINR
SMDDL,RIGL,VB1,VA1,AVG,VD1
FLPL,RMGL,RIGL,ADAL,AS1,RIGR
VB2,DB1,RIGL,AVG,DD1,RIGR
DB2,AVG,SABD,DD1,DB1,RIGL
ADAR,AVG,ADAR,RIGR,DD1,VD2
DB1,DA1,AS1,VD2,SABD,DD1
SMDDR,SABD,AVG,DA1,VD2,DB1
AVFR,VD2,DA1,AS1,SABD,DB1
ADAL,AS1,DD1,DA1,RIGL,VD2
ADER,SABD,AVG,DA1,DB1,VD2
RMGL,VB3,AS1,VA2,DA1,VD2
VA1,VA2,VB3,VD2,DA1,AS1
VB1,VB3,VA2,DA1,VD2,DB1
