GT,Top1,Top2,Top3,Top4,Top5
,RIBL,AVDL,AVBL,AVJL,AIZL
,AINL,AVDL,AVJL,FLPL,AIZL
,I6,I4,ASIL,RIVL,AVJL
,AVHR,AINR,AVJR,AVDR,ASER
,ASGR,AVHR,AWBR,AVJR,RIVR
,SMDVR,RIAR,RMDVR,SAAVR,CEPDR
,RIAR,SMDVR,RMDVR,SAAVR,AVAR
,AWAR,ASHR,ADFR,AWBR,ASGR
,ADLL,ASGL,RIVL,AVHL,ASIL
,RIVL,AVHL,ASIL,AVJL,ADLL
,AVJL,AVHL,RIVL,ASIL,ASGL
,ADLR,ASKR,ASIR,RIVR,AVHR
,AWBL,ADLL,ASGL,RIAL,ASKL
,ASKL,RIAL,URXL,CEPDL,SMDVL
,AIBL,SAADL,RMDDL,RIR,SIBDL
,RICL,AIZL,FLPL,ASJL,SMBVL
,AIYL,AIAL,SMBVL,AIAR,ASJL
,AIML,VB2,RIS,AIYL,AIAL
,I5,AIAL,AIMR,VB2,AIML
,RIVR,AVHR,AVJR,AINR,ASIR
,ADER,I5,ADAR,AQR,RIS
,M1,ADAR,ADER,RMGR,AQR
,ADAR,VB2,AQR,RIS,ADER
,RIS,VB2,SABVL,RIFL,AVFL
,VB2,AVFL,AVFR,VB1,AVKL
,ADAL,ADEL,RMGL,FLPL,RIFL
,AQR,RMGR,ADAR,RIFR,DB2
,RIFL,VA1,VB1,RMGL,RIS
,VB1,RIGL,VD1,VA1,RIGR
,VB1,VA1,RIFR,VB2,RIFL
,RIFL,AVFR,RIS,VA1,RIFR
,VD1,VB1,AVFL,RIGL,VA1
,RIFR,VA1,RIGL,AVG,DB1
,AVG,DD1,VD1,RIGL,DB1
,AVG,DB1,DD1,VD1,SABD
,AS1,SABD,DD1,AVG,DA1
,SABD,DA1,AVG,DB1,AS1
,DA1,DD1,VD2,VB3,AVG
,VD2,DD1,VB3,DA1,AVG
,VA2,DA1,VD2,AS1,VB3
,DA1,VA2,VD2,VB3,SABD
,VA2,VB3,DA1,VD2,AS1
,RIGL,DD1,AS1,VD1,RMGL
,I2L,MCL,NSML,M3L,I1L
,SAADL,RMDDL,SMBDL,RMFL,RMFR
,ASGL,AWBL,ASEL,ASHL,AWAL
